Name
Samuel Priestman
Samuel Rosling
Samuel Rundall
Samuel Rutter
Samuel Sturge
Samuel Thompson
Samuel Tuke
Samuel Wheeler
Sarah Burgess
Sarah Head
Sarah Hotham
Sarah Rundell
Sarah Southall
Sarah Sterry
Sarah Styles
Septimus Warner
Summers Harford
Susan Pease
T Gill
T Gregory
T Hunt
T Jun Ashby
T Knott
Theodore Harris
Thomas (1) Hodgkin
Thomas Allis
Thomas Ashby
Thomas Binyon
Thomas Blain
Thomas Brewin
Thomas Burgess
Thomas Catchpool
Thomas Chalk
Thomas Christy
Thomas Emmott
Thomas Evans
Thomas Fowell Buxton
Thomas Fowler
Thomas Graham
Thomas Harvey
Thomas Hughes
Thomas Jun Ashby
Thomas Jun Letchworth
Thomas King
Thomas Letchmore
Thomas Letchworth
Thomas M Sturge
Thomas Marriage
Thomas Maw
Thomas Norton
Thomas Pease
Thomas Short
Thomas Thompson
Thomas Turner
Thomas Wedmore
Thomas Westcombe
Thomas William Marsh
Thomas x Jun Letchmore
Thomas x Jun Letchworth
W Blaine
W Bott
W C Bowley
W C Horsnaill
W Catchpool
W Clemes
W D Crewdson
W D King
W Dillwyn Sims
W G Gibson
W Gayner
W Hewitson
W J Palmer
W Mann
W P Read
W R Williams
W Richardson
W Rowntree
W S Clark
W Skinner
W Tatum
W Thompson
W Tuke
W W Brown
W Whiting
W Woolston
Walter Sturge
William Albright
William Aldam
William Ball
William Beaumont
William Brewin
William Bull
William Cash
William Clay
William Crosfield
William Cudworth
William Dent
William Dyson
William Exton
William Forster
William Fowler
William Hargreaves
William Holmes
William Horton Lloyd
William Howitt
William Janson
William Jun Aldam
William Jun Grimshaw
William Jun Lucas
William Matthews
William Mattravers
William Nash
William Norris
William Norton
William Nutter
William Peckover
William Rathbone
William Seebohm
William Southall
William Sparkes
William Spicer Wood
William Tanner
William Tweedy
William Veale
William Wilson
William Woods
Wilson Burgess
Wilson Lloyd
x Biffin
x Charleton
x Collier
x Fox
x Hadfield
x Leitch
